altitude_m,gamma_hot,nozzle_area_ratio,mach_exit,p0_Pa,p_exit_Pa,p_exit_over_p0,expansion_state,matched_area_ratio_needed
4000.0,1.28,1.317,1.6431935924602077,61639.90743034693,183988.6985683637,2.9848957637756164,under-expanded,2.475531223997178
6000.0,1.28,1.317,1.6431935924602077,47180.641625274184,140829.29731949646,2.9848957637756173,under-expanded,2.4755312239971787
8000.0,1.28,1.317,1.6431935924602077,35599.412907986996,106260.5367819494,2.984895763775617,under-expanded,2.475531223997178
10000.0,1.28,1.317,1.6431935924602077,26435.887460311165,78908.36849193175,2.984895763775617,under-expanded,2.475531223997178
