mach,cd_body_wave,cd_friction,cd_fin_wave,cd_base,cd0_total
1.5,0.5817529882133423,0.1701920293576321,0.9734702684597029,0.07777777777777777,1.803193063808455
1.75,0.45289408708689793,0.1604945543148557,0.757845576168513,0.057142857142857134,1.4283770747131237
2.0,0.37551993915944576,0.15112474978027612,0.6283723562954154,0.04375,1.1987670452351373
2.25,0.32269849671655443,0.14204639234309496,0.5399841489340238,0.0345679012345679,1.0392969392282412
2.5,0.28386639181771395,0.133265293422313,0.4750048530015262,0.027999999999999997,0.9201365382415532
2.75,0.25389781945279943,0.12480506184330122,0.42485725638148303,0.023140495867768594,0.8267006335453522
3.0,0.22995805979540634,0.11669398477469009,0.38479791034852917,0.01944444444444444,0.7508943993630701
3.25,0.21033323678415275,0.10895796930366455,0.3519589183496892,0.016568047337278104,0.6878181717747845
3.5,0.19391766273778077,0.10161702254708159,0.3244900894865676,0.014285714285714284,0.6343104890571443
