mach,cd_body_wave,cd_friction,cd_fin_wave,cd_base,cd0_total
1.5,0.3870207754223688,0.2131953324088945,1.251422605770467,0.07777777777777777,1.929416491379508
1.75,0.301295265034888,0.20104666827807896,0.9742311772921705,0.057142857142857134,1.5337159677479946
2.0,0.2498208363078525,0.18930877007686264,0.8077898185360849,0.04375,1.2906694249208
2.25,0.2146805000700283,0.17793617932155345,0.6941643649815658,0.0345679012345679,1.1213489456077155
2.5,0.1888468014836438,0.16693611795793226,0.6106317061304213,0.027999999999999997,0.9944146255719973
2.75,0.16890971418033426,0.15633811752571497,0.5461656016497187,0.023140495867768594,0.8945539292235365
3.0,0.15298339401740002,0.14617758033342337,0.49466821870720606,0.01944444444444444,0.813273637502474
3.25,0.13992765666284296,0.13648693469833617,0.4524527979906719,0.016568047337278104,0.7454354366891291
3.5,0.1290069251407896,0.1272912238633866,0.4171408685901557,0.014285714285714284,0.6877247318800461
